785,0
873,0
65,1
902,0
317,1
636,0
666,1
789,0
958,0
214,1
97,0
583,0
466,1
523,1
255,1
385,1
545,1
382,1
489,1
513,1
780,0
904,0
122,1
946,0
60,1
844,0
372,1
283,1
939,0
608,1
495,1
630,1
596,1
713,1
753,0
624,1
312,1
8,1
529,1
876,0
101,1
615,1
520,0
249,1
278,1
424,1
384,1
395,1
54,1
34,1
271,1
30,1
403,1
757,0
975,0
990,0
457,1
362,1
860,0
483,1
580,0
986,0
688,1
864,0
927,0
378,1
320,1
942,0
351,1
418,1
945,0
795,0
145,1
826,0
492,1
751,0
240,1
648,1
886,0
144,1
767,0
999,0
467,1
315,1
989,0
922,0
717,0
458,1
773,0
204,1
834,0
832,0
435,1
5,1
769,0
679,1
722,1
215,1
653,1
150,1
687,1
500,1
332,1
979,0
817,0
620,1
814,0
516,1
518,0
940,0
113,1
612,1
37,1
894,0
895,0
992,0
158,0
154,1
40,1
585,1
805,0
592,0
964,0
266,1
406,1
294,1
604,0
522,1
18,1
425,1
527,1
308,1
622,1
794,0
62,1
79,1
680,1
193,1
750,1
181,1
535,1
484,1
200,1
364,1
991,0
462,1
356,1
2,1
478,1
695,1
253,1
667,1
85,1
969,0
75,1
786,0
658,1
465,1
920,0
38,1
944,0
725,1
436,1
140,1
818,0
602,1
745,1
471,1
342,1
416,1
711,1
557,1
50,1
162,1
765,0
856,0
867,0
524,1
443,1
172,1
956,0
330,1
352,1
857,0
766,0
39,1
852,0
875,0
156,1
222,1
641,1
210,1
746,1
960,0
700,0
167,1
998,0
984,0
491,1
10,1
105,1
68,1
479,1
399,1
434,1
258,1
827,0
884,0
304,0
811,0
938,0
924,0
526,1
20,1
905,0
380,1
420,1
285,1
71,1
49,1
179,1
506,1
929,0
116,1
293,1
76,1
48,1
503,1
263,1
808,0
863,0
748,1
64,1
798,0
52,1
440,1
124,1
650,1
409,1
752,0
952,0
477,1
118,1
12,1
157,1
337,1
127,1
46,1
235,1
538,1
241,1
590,1
358,1
959,0
848,0
792,0
325,1
899,0
809,0
350,1
363,1
17,1
186,1
402,1
338,1
206,1
963,0
345,1
313,1
242,1
913,0
170,1
187,1
934,0
133,1
301,1
731,1
670,1
318,1
78,1
521,0
346,1
198,1
865,0
548,1
915,0
588,1
447,1
21,1
724,1
718,0
250,1
243,1
571,1
35,1
81,1
159,1
333,1
837,0
474,1
671,1
109,1
661,1
379,1
625,1
603,1
92,1
451,1
652,1
822,0
855,0
390,1
577,0
985,0
422,1
211,1
171,0
165,1
238,1
188,1
685,1
803,0
344,1
741,1
453,1
646,1
830,0
155,1
487,1
597,1
988,0
125,1
66,1
908,0
511,1
224,1
268,1
161,1
813,0
618,0
676,1
178,1
950,0
415,1
100,1
733,1
689,0
229,1
334,1
627,1
702,1
878,0
482,1
919,0
220,1
391,1
912,0
427,0
309,1
775,0
885,0
15,1
493,1
245,1
898,0
6,1
613,1
533,1
397,1
721,1
858,0
691,1
104,1
303,1
549,1
729,1
208,1
302,1
51,1
90,1
354,1
632,1
460,1
22,0
374,1
546,1
439,1
218,1
737,1
505,1
605,1
801,0
948,0
683,1
205,1
647,1
190,1
361,1
664,1
375,1
631,1
185,1
732,1
404,1
194,1
564,1
401,1
530,1
656,0
441,1
132,1
233,1
173,1
428,1
567,1
967,0
758,0
626,1
96,1
781,0
499,1
74,1
89,1
609,1
0,1
392,1
476,1
799,0
519,0
107,1
708,0
634,1
223,1
327,1
102,1
704,1
475,1
213,1
135,1
246,1
970,0
891,0
619,1
815,0
365,1
812,0
26,1
642,1
417,1
907,0
921,0
3,1
134,1
355,1
877,0
768,0
836,0
561,1
892,0
225,1
820,0
369,1
681,1
339,1
419,1
829,0
951,0
454,1
63,1
759,0
360,1
237,1
112,1
640,1
532,1
126,1
259,1
742,0
761,0
137,1
7,1
502,1
831,0
762,0
851,0
407,1
692,1
353,0
153,1
566,1
542,0
343,1
887,0
997,0
825,0
56,1
400,1
572,1
473,1
468,1
651,1
669,1
504,1
900,0
649,1
931,0
300,1
674,1
665,1
570,1
163,1
336,1
59,1
821,0
933,0
490,1
787,0
449,1
703,1
437,1
563,1
720,0
890,0
219,1
678,1
586,1
282,1
348,1
686,1
4,1
995,0
463,0
776,0
682,1
879,0
517,0
573,1
793,0
893,0
534,1
903,0
276,1
284,1
470,1
426,1
281,1
120,1
593,0
981,0
13,1
655,1
455,1
584,0
955,0
160,1
977,0
973,0
715,1
744,1
195,1
191,1
628,1
536,1
880,0
164,1
106,1
16,1
575,1
925,0
712,1
540,0
329,1
480,1
498,1
968,0
405,1
743,1
93,1
433,1
83,1
843,0
914,0
657,1
414,1
662,1
978,0
771,0
728,1
911,0
807,0
322,1
556,1
357,1
69,1
514,1
509,1
340,1
221,1
928,0
146,1
289,1
29,1
114,1
508,1
810,0
972,0
176,1
168,1
347,1
376,0
764,0
871,0
889,0
772,0
189,1
136,1
446,1
839,0
254,1
881,0
290,1
941,0
954,0
232,1
645,1
33,1
88,1
44,1
341,1
61,1
953,0
199,1
429,1
747,1
394,1
730,1
297,1
73,1
393,1
547,1
579,0
541,1
854,0
833,0
840,0
663,1
217,1
539,1
828,0
623,1
668,1
824,0
421,1
694,1
138,1
212,1
616,1
842,0
838,0
866,0
727,1
965,0
701,1
726,1
917,0
716,1
234,0
67,1
24,1
381,1
216,1
735,1
129,1
349,1
111,1
166,1
207,1
438,1
552,1
274,1
974,0
591,1
800,0
937,0
525,1
287,1
469,1
326,1
121,1
994,0
507,1
228,1
673,1
595,1
445,1
117,1
464,1
25,1
110,0
149,1
152,1
528,1
696,1
621,1
461,1
598,1
139,1
749,1
260,1
961,0
323,1
897,0
248,1
450,0
410,1
607,1
19,1
328,1
296,1
269,1
226,1
94,1
515,1
841,0
637,1
280,1
286,1
589,1
930,0
444,1
184,1
371,1
872,0
976,0
275,1
806,0
935,0
182,1
32,1
80,1
307,1
770,0
11,1
43,1
86,1
778,0
36,1
980,0
58,1
41,1
782,0
411,1
562,0
209,1
148,1
739,1
594,1
123,1
734,1
574,1
98,1
377,1
130,1
699,1
23,1
869,0
555,1
370,1
512,1
383,1
201,1
368,1
554,1
610,0
387,1
861,0
816,0
292,1
690,1
256,1
606,1
197,1
95,1
962,0
943,0
169,1
581,0
305,1
560,1
853,0
373,1
719,0
791,0
227,1
660,1
143,1
846,0
180,1
868,0
131,1
949,0
47,0
774,0
324,1
203,1
84,1
633,1
565,1
611,1
398,1
896,0
91,1
82,1
430,1
779,0
119,1
870,0
291,1
57,1
321,1
257,1
888,0
947,0
442,1
42,1
617,1
388,1
335,1
273,1
756,0
488,1
550,1
901,0
53,1
932,0
936,0
128,1
802,0
28,1
183,1
882,0
459,1
510,1
675,1
151,1
244,1
714,1
543,1
544,1
639,1
697,1
265,1
288,1
423,1
910,0
147,1
659,1
797,0
966,0
177,1
99,1
850,0
448,1
431,0
847,0
709,1
755,0
115,1
916,0
777,0
72,1
845,0
537,1
677,1
849,0
983,0
174,1
87,1
551,1
486,1
705,1
314,1
396,1
600,0
472,1
70,1
599,0
804,0
754,0
277,1
723,1
9,1
359,1
707,1
763,0
835,0
192,1
629,1
559,1
684,1
