17,1
54,0
102,0
190,0
43,1
187,1
23,0
89,0
99,1
206,1
240,1
105,0
235,0
28,1
130,0
116,1
169,1
246,1
73,1
2,0
66,1
114,0
115,0
46,0
10,1
111,1
88,0
262,1
242,0
132,0
122,1
109,1
209,1
255,1
53,1
143,1
106,1
77,1
171,1
186,1
83,1
52,1
51,0
101,1
14,1
197,1
24,0
249,1
21,1
16,1
94,0
55,0
118,1
91,1
3,0
261,1
128,0
6,0
82,0
90,0
100,1
192,1
12,0
203,1
228,1
15,1
0,1
107,1
229,0
49,1
11,1
166,1
120,1
36,0
64,0
44,1
258,1
78,0
1,1
168,1
215,0
45,0
124,0
195,1
234,1
18,1
41,1
196,1
57,0
250,1
189,1
35,0
29,1
136,1
32,0
237,1
188,1
238,1
33,0
211,1
226,0
222,1
30,1
117,1
98,1
95,1
137,1
223,1
257,1
87,0
92,1
26,1
97,1
252,1
254,1
42,0
65,0
207,1
104,1
84,1
103,0
38,0
22,1
9,1
121,0
81,0
144,0
50,0
256,1
